timestamp,demand_kwh,pv_kwh,soc_kwh,grid_import_kwh,grid_export_kwh,charge_kwh,discharge_kwh
2024-01-04 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-04 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-04 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-04 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-04 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-04 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-04 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-04 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-04 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-04 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-04 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-04 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-04 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-04 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-04 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-04 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-04 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-04 23:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-05 00:00:00,47.87721098553098,0.09644750328453737,60.0,47.78076348224644,0.0,0.0,0.0
2024-01-05 01:00:00,47.87721098553098,0.3269155817901297,60.0,47.55029540374085,0.0,0.0,0.0
2024-01-05 02:00:00,47.87721098553098,1.0050060625922688,60.0,46.872204922938714,0.0,0.0,0.0
2024-01-05 03:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-05 04:00:00,47.87721098553098,7.08598276318199,60.0,40.79122822234899,0.0,0.0,0.0
2024-01-05 05:00:00,47.87721098553098,16.25168667742099,60.0,31.625524308109988,0.0,0.0,0.0
2024-01-05 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-05 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-05 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-05 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-05 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-05 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-05 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-05 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-05 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-05 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-05 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-05 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-05 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-05 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-05 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-05 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-05 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-05 23:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-06 00:00:00,47.877210985530986,0.09644750328453737,60.0,47.78076348224645,0.0,0.0,0.0
2024-01-06 01:00:00,47.877210985530986,0.3269155817901297,60.0,47.550295403740854,0.0,0.0,0.0
2024-01-06 02:00:00,47.877210985530986,1.0050060625922688,60.0,46.87220492293872,0.0,0.0,0.0
2024-01-06 03:00:00,47.877210985530986,2.8021422079333953,60.0,45.07506877759759,0.0,0.0,0.0
2024-01-06 04:00:00,47.877210985530986,7.08598276318199,60.0,40.791228222349,0.0,0.0,0.0
2024-01-06 05:00:00,47.877210985530986,16.25168667742099,60.0,31.625524308109995,0.0,0.0,0.0
2024-01-06 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-06 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-06 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-06 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-06 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-06 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-06 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-06 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-06 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-06 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-06 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-06 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-06 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-06 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-06 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-06 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-06 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-06 23:00:00,47.877210985530986,2.8021422079333953,60.0,45.07506877759759,0.0,0.0,0.0
2024-01-07 00:00:00,47.877210985530986,0.09644750328453737,60.0,47.78076348224645,0.0,0.0,0.0
2024-01-07 01:00:00,47.877210985530986,0.3269155817901297,60.0,47.550295403740854,0.0,0.0,0.0
2024-01-07 02:00:00,47.877210985530986,1.0050060625922688,60.0,46.87220492293872,0.0,0.0,0.0
2024-01-07 03:00:00,47.877210985530986,2.8021422079333953,60.0,45.07506877759759,0.0,0.0,0.0
2024-01-07 04:00:00,47.877210985530986,7.08598276318199,60.0,40.791228222349,0.0,0.0,0.0
2024-01-07 05:00:00,47.877210985530986,16.25168667742099,60.0,31.625524308109995,0.0,0.0,0.0
2024-01-07 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-07 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-07 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-07 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-07 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-07 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-07 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-07 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-07 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-07 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-07 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-07 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-07 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-07 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-07 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-07 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-07 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-07 23:00:00,47.877210985530986,2.8021422079333953,60.0,45.07506877759759,0.0,0.0,0.0
2024-01-08 00:00:00,47.87721098553098,0.09644750328453737,60.0,47.78076348224644,0.0,0.0,0.0
2024-01-08 01:00:00,47.87721098553098,0.3269155817901297,60.0,47.55029540374085,0.0,0.0,0.0
2024-01-08 02:00:00,47.87721098553098,1.0050060625922688,60.0,46.872204922938714,0.0,0.0,0.0
2024-01-08 03:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-08 04:00:00,47.87721098553098,7.08598276318199,60.0,40.79122822234899,0.0,0.0,0.0
2024-01-08 05:00:00,47.87721098553098,16.25168667742099,60.0,31.625524308109988,0.0,0.0,0.0
2024-01-08 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-08 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-08 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-08 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-08 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-08 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-08 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-08 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-08 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-08 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-08 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-08 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-08 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-08 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-08 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-08 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-08 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-08 23:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-09 00:00:00,47.87721098553098,0.09644750328453737,60.0,47.78076348224644,0.0,0.0,0.0
2024-01-09 01:00:00,47.87721098553098,0.3269155817901297,60.0,47.55029540374085,0.0,0.0,0.0
2024-01-09 02:00:00,47.87721098553098,1.0050060625922688,60.0,46.872204922938714,0.0,0.0,0.0
2024-01-09 03:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-09 04:00:00,47.87721098553098,7.08598276318199,60.0,40.79122822234899,0.0,0.0,0.0
2024-01-09 05:00:00,47.87721098553098,16.25168667742099,60.0,31.625524308109988,0.0,0.0,0.0
2024-01-09 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-09 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-09 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-09 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-09 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-09 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-09 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-09 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-09 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-09 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-09 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-09 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-09 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-09 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-09 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-09 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-09 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-09 23:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-10 00:00:00,47.87721098553098,0.09644750328453737,60.0,47.78076348224644,0.0,0.0,0.0
2024-01-10 01:00:00,47.87721098553098,0.3269155817901297,60.0,47.55029540374085,0.0,0.0,0.0
2024-01-10 02:00:00,47.87721098553098,1.0050060625922688,60.0,46.872204922938714,0.0,0.0,0.0
2024-01-10 03:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-10 04:00:00,47.87721098553098,7.08598276318199,60.0,40.79122822234899,0.0,0.0,0.0
2024-01-10 05:00:00,47.87721098553098,16.25168667742099,60.0,31.625524308109988,0.0,0.0,0.0
2024-01-10 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-10 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-10 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-10 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-10 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-10 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-10 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-10 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-10 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-10 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-10 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-10 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-10 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-10 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
2024-01-10 20:00:00,149.61628432978432,33.8053330951628,60.0,115.81095123462151,0.0,0.0,0.0
2024-01-10 21:00:00,149.61628432978432,16.25168667742099,60.0,133.36459765236333,0.0,0.0,0.0
2024-01-10 22:00:00,149.61628432978432,7.08598276318199,60.0,142.53030156660233,0.0,0.0,0.0
2024-01-10 23:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-11 00:00:00,47.87721098553098,0.09644750328453737,60.0,47.78076348224644,0.0,0.0,0.0
2024-01-11 01:00:00,47.87721098553098,0.3269155817901297,60.0,47.55029540374085,0.0,0.0,0.0
2024-01-11 02:00:00,47.87721098553098,1.0050060625922688,60.0,46.872204922938714,0.0,0.0,0.0
2024-01-11 03:00:00,47.87721098553098,2.8021422079333953,60.0,45.075068777597586,0.0,0.0,0.0
2024-01-11 04:00:00,47.87721098553098,7.08598276318199,60.0,40.79122822234899,0.0,0.0,0.0
2024-01-11 05:00:00,47.87721098553098,16.25168667742099,60.0,31.625524308109988,0.0,0.0,0.0
2024-01-11 06:00:00,179.53954119574118,33.8053330951628,60.0,145.73420810057837,0.0,0.0,0.0
2024-01-11 07:00:00,598.4651373191373,63.77646268970744,60.0,534.6886746294299,0.0,0.0,0.0
2024-01-11 08:00:00,598.4651373191373,109.12495195916932,60.0,489.34018535996796,0.0,0.0,0.0
2024-01-11 09:00:00,598.4651373191373,169.34646395119947,60.0,429.11867336793784,0.0,0.0,0.0
2024-01-11 10:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-11 11:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-11 12:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-11 13:00:00,478.77210985530985,369.88668387096766,60.0,108.88542598434219,0.0,0.0,0.0
2024-01-11 14:00:00,478.77210985530985,352.25965993498704,60.0,126.51244992032281,0.0,0.0,0.0
2024-01-11 15:00:00,478.77210985530985,304.2604867823061,60.0,174.51162307300376,0.0,0.0,0.0
2024-01-11 16:00:00,478.77210985530985,238.35080854943297,60.0,240.42130130587688,0.0,0.0,0.0
2024-01-11 17:00:00,478.77210985530985,169.34646395119947,60.0,309.4256459041104,0.0,0.0,0.0
2024-01-11 18:00:00,359.07908239148236,109.12495195916932,60.0,249.95413043231304,0.0,0.0,0.0
2024-01-11 19:00:00,359.07908239148236,63.77646268970744,60.0,295.3026197017749,0.0,0.0,0.0
