p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
-7777.219732402069,-272.73444386254664,7800.3427980858905,29.181873072919984,23.12306568382155,-243.55257078962666,10.963746498977825,10.950222185959937,10.963746498977825,1.024499255134359,3.4703759233169107,1.0281895319100782,5.315024516983811,182.72910831629707
-7542.691166667919,-457.7862109529873,7559.370924467284,191.19132321435353,16.67975779936478,-266.59488773863376,10.646147400003729,10.615262065110663,10.646147400003729,1.024499255134359,3.4703759233169107,1.0281895319100782,5.315024516983811,177.43579000006216
-918.7392649431749,25.411881737937456,919.0325952897924,-183.77040391076895,0.2933303466174948,-158.3585221728315,1.2947561919546249,1.3204198273042074,1.3204198273042074,1.0245890896303658,3.2655645118786536,1.024499255134359,3.4703759233169107,7.384898362998923
17675.50309844764,381.5325714693041,-17592.865176291598,501.8327957645233,82.6379221560419,883.3653672338274,24.905920067348703,24.905335529347067,24.905920067348703,1.0245890896303658,3.2655645118786536,1.02,0.0,179.95606985078544
17638.56040775288,-85.59311501158584,-17530.757653305776,925.5078363554611,107.80275444710423,839.9147213438753,24.848369954351934,24.841869361459274,24.848369954351934,1.0245890896303658,3.2655645118786536,1.02,0.0,179.5402453349128
-918.7392649431749,25.411881737937456,919.0325952897924,-183.77040391076895,0.2933303466174948,-158.3585221728315,1.2947561919546249,1.3204198273042074,1.3204198273042074,1.0245890896303658,3.2655645118786536,1.024499255134359,3.4703759233169107,7.384898362998923
11083.860305027672,468.1593107636222,-11048.235687669496,-0.974595950481671,35.62461735817669,467.18471481314054,15.432221631327556,15.440621462928661,15.440621462928661,1.0375977654572397,12.718813271234643,1.032779329588345,8.836932664842543,87.1366899713807
11083.860305027672,468.1593107636222,-11048.235687669496,-0.974595950481671,35.62461735817669,467.18471481314054,15.432221631327556,15.440621462928661,15.440621462928661,1.0375977654572397,12.718813271234643,1.032779329588345,8.836932664842543,87.1366899713807
-44210.30150207218,3162.8117950307346,44507.75089591613,-1986.2778487703567,297.4493938439482,1176.533946260378,62.720745270163306,62.72877946582395,62.72877946582395,1.02,0.0,1.0251330599701707,1.6631458951240243,350.8320999207156
-44210.30150207218,3162.8117950307346,44507.75089591613,-1986.2778487703567,297.4493938439482,1176.533946260378,62.720745270163306,62.72877946582395,62.72877946582395,1.02,0.0,1.0251330599701707,1.6631458951240243,314.2724422135468
-33162.937630798355,3183.923429361584,33715.33940967328,455.51310669690065,552.4017788749261,3639.4365360584848,47.14380349396195,47.15544172006256,47.15544172006256,1.02,0.0,1.0320832584763644,6.604879129597739,415.1007193667479
-33320.851332154656,2492.441157034632,33791.873456509726,1198.7704386724718,471.02212435506954,3691.2115957071037,47.28320426695994,47.28789940943259,47.28789940943259,1.02,0.0,1.0320832584763644,6.604879129597739,416.26672015345594
13600.870977650071,154.19774356029347,-13493.914634448658,702.9506060275617,106.95634320141289,857.1483495878551,19.032463592086103,19.02662141897621,19.032463592086103,1.0315232084548058,9.22189602997246,1.0250478833700767,4.720960120390029,236.72218398117045
13600.870977650071,154.19774356029347,-13493.914634448658,702.9506060275617,106.95634320141289,857.1483495878551,19.032463592086103,19.02662141897621,19.032463592086103,1.0315232084548058,9.22189602997246,1.0250478833700767,4.720960120390029,236.72218398117045
742.9912452062295,-285.25251897165566,-742.2320341911177,209.6629132791714,0.7592110151117595,-75.58960569248427,1.1136305025707602,1.0779081537010304,1.1136305025707602,1.0315232084548058,9.22189602997246,1.032779329588345,8.836932664842543,22.634766312413827
531.3720452402816,-228.33130976082742,-530.8292965051793,125.49621624986739,0.5427487351023501,-102.83509351096004,0.8092689543715726,0.7623186174040355,0.8092689543715726,1.0315232084548058,9.22189602997246,1.032779329588345,8.836932664842543,18.064039160079744
17276.289939874958,1414.2693658574044,-17216.4616263961,-96.35365121592244,59.828313478858036,1317.915714641482,24.351328384985276,24.362952015109073,24.362952015109073,1.0274425249311028,4.983151029316422,1.02,0.0,151.88872827374735
17276.289939874958,1414.2693658574044,-17216.4616263961,-96.35365121592244,59.828313478858036,1317.915714641482,24.351328384985276,24.362952015109073,24.362952015109073,1.0274425249311028,4.983151029316422,1.02,0.0,110.53970968742775
-9144.472969182885,-817.7432443474719,9150.36810179341,757.5191273569053,5.895132610525252,-60.224116990566586,12.80980000918045,12.782507506545432,12.80980000918045,1.034487602527995,7.132617414388834,1.0367762122433584,8.174038826201949,31.865174152190168
